order_id,customer_id,product_id,order_date,quantity,discount,price,sales,profit
2374,125,84,2023-04-09 21:00:00,9,0.12,1235.09,9781.91,2621.71
2375,37,151,2023-04-09 22:00:00,4,0.27,107.03,312.53,64.74
2376,170,156,2023-04-09 23:00:00,9,0.09,363.48,2976.9,692.4
2377,124,16,2023-04-10 00:00:00,7,0.13,1891.32,11518.14,1642.38
2378,357,165,2023-04-10 01:00:00,6,0.16,556.62,2805.36,289.81
2379,35,149,2023-04-10 02:00:00,4,0.08,1767.7,6505.14,386.99
2380,87,145,2023-04-10 03:00:00,2,0.27,1376.27,2009.35,345.88
2381,134,37,2023-04-10 04:00:00,8,0.14,1250.93,8606.4,1665.94
2382,196,77,2023-04-10 05:00:00,6,0.13,961.43,5018.66,1376.37
2383,274,147,2023-04-10 06:00:00,3,0.25,1517.8,3415.05,923.85
2384,201,158,2023-04-10 07:00:00,7,0.09,1672.66,10654.84,1663.98
2385,369,45,2023-04-10 08:00:00,7,0.25,1607.63,8440.06,1315.76
2386,285,146,2023-04-10 09:00:00,6,0.04,1256.29,7236.23,653.29
2387,77,62,2023-04-10 10:00:00,2,0.05,627.8,1192.82,136.41
2388,59,164,2023-04-10 11:00:00,8,0.29,1282.04,7281.99,2049.27
2389,431,100,2023-04-10 12:00:00,1,0.25,1407.24,1055.43,89.98
2390,126,52,2023-04-10 13:00:00,1,0.12,1753.67,1543.23,450.89
2391,500,19,2023-04-10 14:00:00,6,0.19,1696.87,8246.79,1452.96
2392,401,109,2023-04-10 15:00:00,5,0.28,1761.05,6339.78,1040.69
2393,109,44,2023-04-10 16:00:00,9,0.06,1881.18,15914.78,1490.57
2394,224,7,2023-04-10 17:00:00,7,0.02,1854.23,12720.02,2739.71
2395,496,172,2023-04-10 18:00:00,2,0.16,1927.83,3238.75,534.27
2396,278,117,2023-04-10 19:00:00,7,0.04,1124.17,7554.42,1077.76
2397,68,68,2023-04-10 20:00:00,3,0.06,799.44,2254.42,261.8
2398,69,34,2023-04-10 21:00:00,1,0.27,671.57,490.25,32.66
2399,165,194,2023-04-10 22:00:00,8,0.0,93.14,745.12,134.0
2400,489,69,2023-04-10 23:00:00,3,0.25,1375.31,3094.45,396.79
2401,305,55,2023-04-11 00:00:00,8,0.16,864.65,5810.45,1318.78
2402,397,10,2023-04-11 01:00:00,7,0.17,1835.2,10662.51,2461.77
2403,162,42,2023-04-11 02:00:00,2,0.2,1755.67,2809.07,373.68
2404,365,41,2023-04-11 03:00:00,1,0.13,91.48,79.59,17.29
2405,342,197,2023-04-11 04:00:00,7,0.03,1552.29,10540.05,1208.61
2406,309,122,2023-04-11 05:00:00,1,0.03,1460.67,1416.85,328.42
2407,379,138,2023-04-11 06:00:00,6,0.23,1604.98,7415.01,400.55
2408,343,10,2023-04-11 07:00:00,8,0.07,1835.2,13653.89,1200.21
2409,435,102,2023-04-11 08:00:00,7,0.01,1640.87,11371.23,1265.07
2410,387,188,2023-04-11 09:00:00,4,0.29,1948.3,5533.17,1345.85
2411,42,128,2023-04-11 10:00:00,1,0.29,1709.85,1213.99,80.84
2412,354,179,2023-04-11 11:00:00,1,0.11,182.28,162.23,15.74
2413,416,149,2023-04-11 12:00:00,4,0.01,1767.7,7000.09,977.6
2414,109,136,2023-04-11 13:00:00,5,0.22,570.71,2225.77,116.39
2415,51,193,2023-04-11 14:00:00,7,0.25,97.94,514.18,123.68
2416,250,92,2023-04-11 15:00:00,4,0.04,162.79,625.11,118.79
2417,497,113,2023-04-11 16:00:00,1,0.04,1913.52,1836.98,505.48
2418,341,78,2023-04-11 17:00:00,7,0.25,1246.15,6542.29,377.87
2419,430,85,2023-04-11 18:00:00,2,0.28,1049.74,1511.63,178.14
2420,383,30,2023-04-11 19:00:00,2,0.24,177.44,269.71,62.79
2421,492,49,2023-04-11 20:00:00,8,0.06,833.77,6269.95,1371.79
2422,21,9,2023-04-11 21:00:00,5,0.12,1157.49,5092.96,564.12
2423,300,145,2023-04-11 22:00:00,2,0.18,1376.27,2257.08,448.98
2424,139,69,2023-04-11 23:00:00,5,0.05,1375.31,6532.72,1622.99
2425,359,58,2023-04-12 00:00:00,8,0.06,515.62,3877.46,226.23
2426,324,185,2023-04-12 01:00:00,6,0.08,1260.79,6959.56,1596.57
2427,499,62,2023-04-12 02:00:00,3,0.15,627.8,1600.89,180.94
2428,385,52,2023-04-12 03:00:00,8,0.15,1753.67,11924.96,3422.02
2429,92,189,2023-04-12 04:00:00,9,0.24,1939.31,13264.88,2448.1
2430,447,40,2023-04-12 05:00:00,5,0.23,1746.69,6724.76,392.37
2431,280,166,2023-04-12 06:00:00,2,0.27,1286.31,1878.01,283.31
2432,125,171,2023-04-12 07:00:00,2,0.25,1105.47,1658.2,483.49
2433,483,63,2023-04-12 08:00:00,7,0.08,505.54,3255.68,757.25
2434,397,147,2023-04-12 09:00:00,1,0.1,1517.8,1366.02,170.92
2435,111,50,2023-04-12 10:00:00,2,0.15,985.76,1675.79,324.8
2436,354,161,2023-04-12 11:00:00,4,0.0,609.72,2438.88,487.23
2437,139,141,2023-04-12 12:00:00,1,0.27,1741.22,1271.09,70.97
2438,484,78,2023-04-12 13:00:00,4,0.01,1246.15,4934.75,467.36
2439,435,97,2023-04-12 14:00:00,5,0.1,389.1,1750.95,329.08
2440,273,190,2023-04-12 15:00:00,9,0.17,1511.82,11293.3,1701.77
2441,99,43,2023-04-12 16:00:00,1,0.16,1081.43,908.4,88.58
2442,252,177,2023-04-12 17:00:00,5,0.2,1877.6,7510.4,1826.28
2443,338,36,2023-04-12 18:00:00,2,0.16,1777.66,2986.47,514.42
2444,104,122,2023-04-12 19:00:00,9,0.07,1460.67,12225.81,1558.71
2445,214,108,2023-04-12 20:00:00,6,0.06,228.4,1288.18,116.48
2446,249,10,2023-04-12 21:00:00,2,0.27,1835.2,2679.39,543.36
2447,152,95,2023-04-12 22:00:00,3,0.08,1859.12,5131.17,1111.23
2448,250,6,2023-04-12 23:00:00,8,0.08,1425.87,10494.4,2281.48
2449,275,57,2023-04-13 00:00:00,1,0.12,1488.29,1309.7,137.61
2450,165,129,2023-04-13 01:00:00,3,0.04,1015.54,2924.76,581.54
2451,487,71,2023-04-13 02:00:00,1,0.15,1902.42,1617.06,446.88
2452,341,186,2023-04-13 03:00:00,8,0.2,139.2,890.88,123.21
2453,8,21,2023-04-13 04:00:00,1,0.24,1666.39,1266.46,130.05
2454,284,92,2023-04-13 05:00:00,5,0.21,162.79,643.02,156.28
2455,5,127,2023-04-13 06:00:00,4,0.04,198.46,762.09,71.8
2456,145,80,2023-04-13 07:00:00,7,0.14,1982.78,11936.34,1354.02
2457,101,56,2023-04-13 08:00:00,5,0.01,871.65,4314.67,324.3
2458,164,116,2023-04-13 09:00:00,8,0.01,1327.72,10515.54,1229.99
2459,374,148,2023-04-13 10:00:00,1,0.13,359.28,312.57,47.69
2460,147,182,2023-04-13 11:00:00,5,0.08,181.33,834.12,55.08
2461,64,25,2023-04-13 12:00:00,4,0.21,285.11,900.95,241.39
2462,91,156,2023-04-13 13:00:00,3,0.22,363.48,850.54,151.75
2463,117,5,2023-04-13 14:00:00,5,0.27,126.88,463.11,91.24
2464,354,120,2023-04-13 15:00:00,3,0.23,776.74,1794.27,256.26
2465,267,21,2023-04-13 16:00:00,8,0.01,1666.39,13197.81,2869.98
2466,310,18,2023-04-13 17:00:00,3,0.11,1730.98,4621.72,729.98
2467,173,175,2023-04-13 18:00:00,1,0.08,1867.45,1718.05,412.9
2468,47,198,2023-04-13 19:00:00,9,0.12,1382.43,10948.85,2795.79
2469,140,57,2023-04-13 20:00:00,9,0.05,1488.29,12724.88,2773.54
2470,246,93,2023-04-13 21:00:00,6,0.03,1939.75,11289.34,1951.18
2471,149,19,2023-04-13 22:00:00,1,0.16,1696.87,1425.37,350.02
2472,246,128,2023-04-13 23:00:00,8,0.22,1709.85,10669.46,1851.91
2473,395,97,2023-04-14 00:00:00,2,0.21,389.1,614.78,47.88
2474,487,193,2023-04-14 01:00:00,9,0.14,97.94,758.06,59.95
2475,476,131,2023-04-14 02:00:00,8,0.16,1205.2,8098.94,2325.58
2476,5,170,2023-04-14 03:00:00,3,0.15,1534.0,3911.7,404.43
2477,465,21,2023-04-14 04:00:00,5,0.21,1666.39,6582.24,1671.77
2478,184,40,2023-04-14 05:00:00,9,0.01,1746.69,15563.01,1738.02
2479,20,67,2023-04-14 06:00:00,1,0.21,884.16,698.49,110.15
2480,425,153,2023-04-14 07:00:00,9,0.17,301.3,2250.71,481.06
2481,46,127,2023-04-14 08:00:00,4,0.06,198.46,746.21,66.95
2482,12,55,2023-04-14 09:00:00,4,0.01,864.65,3424.01,802.29
2483,70,180,2023-04-14 10:00:00,4,0.03,636.88,2471.09,549.76
2484,17,172,2023-04-14 11:00:00,9,0.16,1927.83,14574.39,2707.49
2485,371,109,2023-04-14 12:00:00,6,0.23,1761.05,8136.05,1557.83
2486,147,98,2023-04-14 13:00:00,8,0.1,822.67,5923.22,452.79
2487,154,184,2023-04-14 14:00:00,4,0.11,724.47,2579.11,410.05
2488,304,183,2023-04-14 15:00:00,3,0.28,1185.23,2560.1,183.41
2489,108,112,2023-04-14 16:00:00,1,0.06,1783.06,1676.08,212.8
2490,236,198,2023-04-14 17:00:00,7,0.03,1382.43,9386.7,2582.07
2491,308,115,2023-04-14 18:00:00,4,0.1,1628.56,5862.82,1135.24
2492,352,117,2023-04-14 19:00:00,8,0.22,1124.17,7014.82,1653.22
2493,70,87,2023-04-14 20:00:00,3,0.19,394.23,957.98,185.34
2494,183,81,2023-04-14 21:00:00,1,0.12,501.76,441.55,43.52
2495,250,66,2023-04-14 22:00:00,5,0.29,1976.06,7015.01,1393.9
2496,228,19,2023-04-14 23:00:00,2,0.22,1696.87,2647.12,632.26
2497,102,135,2023-04-15 00:00:00,3,0.02,1153.18,3390.35,286.83
2498,75,118,2023-04-15 01:00:00,6,0.22,219.62,1027.82,261.3
2499,417,191,2023-04-15 02:00:00,3,0.01,303.67,901.9,170.32
2500,446,42,2023-04-15 03:00:00,3,0.2,1755.67,4213.61,215.18
2501,216,42,2023-04-15 04:00:00,6,0.06,1755.67,9901.98,1781.81
2502,407,59,2023-04-15 05:00:00,5,0.21,265.42,1048.41,156.13
2503,399,20,2023-04-15 06:00:00,9,0.09,672.25,5505.73,683.33
2504,411,73,2023-04-15 07:00:00,1,0.26,224.35,166.02,40.31
2505,203,17,2023-04-15 08:00:00,3,0.1,974.72,2631.74,723.4
2506,192,27,2023-04-15 09:00:00,3,0.19,1407.76,3420.86,823.28
2507,249,175,2023-04-15 10:00:00,6,0.09,1867.45,10196.28,2668.3
2508,499,2,2023-04-15 11:00:00,8,0.28,481.36,2772.63,768.56
2509,242,63,2023-04-15 12:00:00,3,0.23,505.54,1167.8,324.83
2510,465,62,2023-04-15 13:00:00,3,0.07,627.8,1751.56,137.78
2511,179,100,2023-04-15 14:00:00,6,0.28,1407.24,6079.28,997.59
2512,437,19,2023-04-15 15:00:00,8,0.11,1696.87,12081.71,604.95
2513,462,17,2023-04-15 16:00:00,6,0.2,974.72,4678.66,826.32
2514,219,69,2023-04-15 17:00:00,3,0.22,1375.31,3218.23,904.52
2515,82,167,2023-04-15 18:00:00,4,0.01,1102.97,4367.76,435.8
2516,92,117,2023-04-15 19:00:00,1,0.29,1124.17,798.16,167.57
2517,435,199,2023-04-15 20:00:00,8,0.1,919.51,6620.47,1397.55
2518,175,81,2023-04-15 21:00:00,4,0.06,501.76,1886.62,169.96
2519,239,39,2023-04-15 22:00:00,6,0.26,97.58,433.26,47.5
2520,260,36,2023-04-15 23:00:00,3,0.21,1777.66,4213.05,697.28
2521,391,168,2023-04-16 00:00:00,6,0.03,1570.7,9141.47,887.2
2522,365,173,2023-04-16 01:00:00,9,0.04,716.65,6191.86,1215.14
2523,163,132,2023-04-16 02:00:00,9,0.21,1658.13,11789.3,2017.57
2524,48,153,2023-04-16 03:00:00,3,0.02,301.3,885.82,159.27
2525,329,197,2023-04-16 04:00:00,3,0.28,1552.29,3352.95,280.36
2526,328,158,2023-04-16 05:00:00,4,0.22,1672.66,5218.7,935.78
2527,116,196,2023-04-16 06:00:00,7,0.1,1002.85,6317.96,394.05
2528,429,29,2023-04-16 07:00:00,3,0.11,1463.3,3907.01,1056.39
2529,337,196,2023-04-16 08:00:00,8,0.15,1002.85,6819.38,926.16
2530,337,51,2023-04-16 09:00:00,8,0.11,1273.64,9068.32,2394.8
2531,369,152,2023-04-16 10:00:00,6,0.24,1660.34,7571.15,1706.64
2532,225,14,2023-04-16 11:00:00,4,0.29,1852.57,5261.3,1270.83
2533,352,69,2023-04-16 12:00:00,5,0.18,1375.31,5638.77,725.35
2534,328,146,2023-04-16 13:00:00,2,0.13,1256.29,2185.94,233.76
2535,147,170,2023-04-16 14:00:00,6,0.07,1534.0,8559.72,1298.38
2536,63,57,2023-04-16 15:00:00,3,0.2,1488.29,3571.9,200.23
2537,294,12,2023-04-16 16:00:00,6,0.21,1409.97,6683.26,1869.23
2538,323,17,2023-04-16 17:00:00,5,0.21,974.72,3850.14,565.02
2539,443,30,2023-04-16 18:00:00,2,0.01,177.44,351.33,104.39
2540,325,88,2023-04-16 19:00:00,5,0.27,479.95,1751.82,421.07
2541,13,99,2023-04-16 20:00:00,5,0.1,1528.57,6878.56,482.38
2542,431,23,2023-04-16 21:00:00,9,0.22,1212.73,8513.36,1830.77
2543,494,129,2023-04-16 22:00:00,8,0.23,1015.54,6255.73,736.36
2544,189,79,2023-04-16 23:00:00,7,0.2,375.72,2104.03,233.4
2545,287,32,2023-04-17 00:00:00,3,0.12,1102.01,2909.31,332.07
2546,208,9,2023-04-17 01:00:00,4,0.18,1157.49,3796.57,1059.31
2547,114,15,2023-04-17 02:00:00,6,0.01,1943.56,11544.75,2020.27
2548,480,156,2023-04-17 03:00:00,3,0.23,363.48,839.64,182.51
2549,22,152,2023-04-17 04:00:00,9,0.03,1660.34,14494.77,1742.81
2550,349,188,2023-04-17 05:00:00,8,0.12,1948.3,13716.03,2479.02
2551,214,163,2023-04-17 06:00:00,6,0.03,1963.31,11426.46,1571.42
2552,171,27,2023-04-17 07:00:00,4,0.25,1407.76,4223.28,550.23
2553,323,109,2023-04-17 08:00:00,7,0.17,1761.05,10231.7,1143.31
2554,54,76,2023-04-17 09:00:00,3,0.21,1892.23,4484.59,682.79
2555,394,148,2023-04-17 10:00:00,8,0.2,359.28,2299.39,494.39
2556,298,65,2023-04-17 11:00:00,1,0.25,84.85,63.64,6.71
2557,320,177,2023-04-17 12:00:00,3,0.04,1877.6,5407.49,1575.53
2558,126,109,2023-04-17 13:00:00,5,0.2,1761.05,7044.2,571.66
2559,277,129,2023-04-17 14:00:00,5,0.17,1015.54,4214.49,716.68
2560,464,10,2023-04-17 15:00:00,2,0.01,1835.2,3633.7,258.93
2561,204,47,2023-04-17 16:00:00,8,0.06,733.89,5518.85,307.21
2562,194,123,2023-04-17 17:00:00,5,0.08,1016.96,4678.02,1312.98
2563,169,59,2023-04-17 18:00:00,7,0.02,265.42,1820.78,459.92
2564,152,96,2023-04-17 19:00:00,7,0.11,1990.07,12398.14,2771.47
2565,35,190,2023-04-17 20:00:00,5,0.01,1511.82,7483.51,1992.84
2566,184,103,2023-04-17 21:00:00,8,0.17,487.66,3238.06,811.82
2567,286,124,2023-04-17 22:00:00,9,0.06,208.04,1760.02,372.79
2568,57,86,2023-04-17 23:00:00,4,0.09,499.81,1819.31,476.36
2569,222,146,2023-04-18 00:00:00,4,0.27,1256.29,3668.37,541.82
2570,303,112,2023-04-18 01:00:00,8,0.15,1783.06,12124.81,2281.74
2571,163,174,2023-04-18 02:00:00,1,0.08,1283.61,1180.92,288.24
2572,19,160,2023-04-18 03:00:00,4,0.18,62.45,204.84,14.58
2573,370,27,2023-04-18 04:00:00,6,0.06,1407.76,7939.77,2101.35
2574,264,18,2023-04-18 05:00:00,4,0.02,1730.98,6785.44,605.31
2575,282,167,2023-04-18 06:00:00,6,0.01,1102.97,6551.64,1743.62
2576,113,177,2023-04-18 07:00:00,5,0.29,1877.6,6665.48,852.07
2577,488,82,2023-04-18 08:00:00,9,0.22,1888.33,13256.08,1745.77
2578,327,172,2023-04-18 09:00:00,9,0.24,1927.83,13186.36,903.1
2579,30,72,2023-04-18 10:00:00,4,0.29,1583.37,4496.77,1220.76
2580,135,54,2023-04-18 11:00:00,4,0.28,1548.13,4458.61,417.45
2581,67,162,2023-04-18 12:00:00,8,0.22,1253.01,7818.78,1622.49
2582,65,71,2023-04-18 13:00:00,4,0.21,1902.42,6011.65,1268.41
2583,292,164,2023-04-18 14:00:00,2,0.1,1282.04,2307.67,277.58
2584,25,146,2023-04-18 15:00:00,2,0.03,1256.29,2437.2,722.42
2585,37,38,2023-04-18 16:00:00,1,0.17,504.27,418.54,27.64
2586,1,187,2023-04-18 17:00:00,5,0.17,1749.5,7260.42,1466.37
2587,399,137,2023-04-18 18:00:00,6,0.29,1763.33,7511.79,1276.15
2588,37,200,2023-04-18 19:00:00,9,0.13,583.57,4569.35,508.89
2589,141,179,2023-04-18 20:00:00,5,0.21,182.28,720.01,65.44
2590,232,35,2023-04-18 21:00:00,6,0.17,1270.49,6327.04,1482.24
2591,136,82,2023-04-18 22:00:00,6,0.05,1888.33,10763.48,3003.86
2592,389,133,2023-04-18 23:00:00,3,0.18,728.23,1791.45,137.74
2593,188,142,2023-04-19 00:00:00,4,0.16,1431.31,4809.2,473.68
2594,128,158,2023-04-19 01:00:00,1,0.15,1672.66,1421.76,421.65
2595,201,4,2023-04-19 02:00:00,4,0.15,1890.92,6429.13,345.6
2596,127,167,2023-04-19 03:00:00,1,0.05,1102.97,1047.82,185.53
2597,257,192,2023-04-19 04:00:00,5,0.14,1528.61,6573.02,1176.76
2598,164,153,2023-04-19 05:00:00,8,0.18,301.3,1976.53,228.86
2599,35,156,2023-04-19 06:00:00,8,0.15,363.48,2471.66,533.28
2600,194,194,2023-04-19 07:00:00,5,0.15,93.14,395.84,113.3
2601,191,150,2023-04-19 08:00:00,2,0.02,1750.09,3430.18,557.59
2602,104,159,2023-04-19 09:00:00,6,0.06,1039.56,5863.12,1391.64
2603,23,23,2023-04-19 10:00:00,1,0.1,1212.73,1091.46,230.86
2604,265,48,2023-04-19 11:00:00,7,0.13,1546.02,9415.26,1583.98
2605,290,148,2023-04-19 12:00:00,4,0.18,359.28,1178.44,73.6
2606,430,125,2023-04-19 13:00:00,5,0.26,479.36,1773.63,417.58
2607,462,166,2023-04-19 14:00:00,6,0.05,1286.31,7331.97,1032.44
2608,384,55,2023-04-19 15:00:00,1,0.0,864.65,864.65,91.76
2609,260,68,2023-04-19 16:00:00,9,0.13,799.44,6259.62,1796.93
2610,414,88,2023-04-19 17:00:00,4,0.13,479.95,1670.23,406.49
2611,479,1,2023-04-19 18:00:00,8,0.17,1004.38,6669.08,1937.82
2612,358,135,2023-04-19 19:00:00,5,0.25,1153.18,4324.42,493.22
2613,75,185,2023-04-19 20:00:00,8,0.24,1260.79,7665.6,1984.99
2614,355,95,2023-04-19 21:00:00,1,0.03,1859.12,1803.35,364.15
2615,72,140,2023-04-19 22:00:00,8,0.28,1708.63,9841.71,2907.0
2616,259,106,2023-04-19 23:00:00,4,0.03,1206.23,4680.17,1341.24
2617,398,133,2023-04-20 00:00:00,2,0.19,728.23,1179.73,345.95
2618,188,108,2023-04-20 01:00:00,6,0.2,228.4,1096.32,315.68
2619,461,178,2023-04-20 02:00:00,2,0.2,1391.38,2226.21,115.57
2620,173,42,2023-04-20 03:00:00,5,0.08,1755.67,8076.08,1900.07
2621,480,102,2023-04-20 04:00:00,2,0.1,1640.87,2953.57,348.47
2622,290,124,2023-04-20 05:00:00,3,0.16,208.04,524.26,118.62
2623,45,140,2023-04-20 06:00:00,6,0.06,1708.63,9636.67,2844.29
2624,61,103,2023-04-20 07:00:00,1,0.01,487.66,482.78,28.89
2625,83,146,2023-04-20 08:00:00,6,0.17,1256.29,6256.32,1199.63
2626,123,194,2023-04-20 09:00:00,3,0.14,93.14,240.3,56.17
2627,358,74,2023-04-20 10:00:00,7,0.2,864.28,4839.97,548.56
2628,16,108,2023-04-20 11:00:00,2,0.04,228.4,438.53,46.61
2629,66,122,2023-04-20 12:00:00,6,0.25,1460.67,6573.02,427.81
2630,424,17,2023-04-20 13:00:00,8,0.04,974.72,7485.85,550.06
2631,145,196,2023-04-20 14:00:00,1,0.27,1002.85,732.08,156.8
2632,375,71,2023-04-20 15:00:00,9,0.13,1902.42,14895.95,2626.2
2633,162,62,2023-04-20 16:00:00,5,0.16,627.8,2636.76,151.66
2634,234,41,2023-04-20 17:00:00,5,0.27,91.48,333.9,97.64
2635,380,119,2023-04-20 18:00:00,5,0.09,846.48,3851.48,824.26
2636,144,162,2023-04-20 19:00:00,6,0.05,1253.01,7142.16,1277.5
2637,358,198,2023-04-20 20:00:00,2,0.13,1382.43,2405.43,284.28
2638,188,45,2023-04-20 21:00:00,6,0.07,1607.63,8970.58,1924.41
2639,322,58,2023-04-20 22:00:00,4,0.16,515.62,1732.48,244.35
2640,450,179,2023-04-20 23:00:00,8,0.08,182.28,1341.58,302.69
2641,474,126,2023-04-21 00:00:00,9,0.26,1382.35,9206.45,2031.34
2642,13,162,2023-04-21 01:00:00,9,0.18,1253.01,9247.21,676.77
2643,184,44,2023-04-21 02:00:00,8,0.0,1881.18,15049.44,4173.44
2644,111,15,2023-04-21 03:00:00,3,0.24,1943.56,4431.32,761.05
2645,415,78,2023-04-21 04:00:00,4,0.1,1246.15,4486.14,665.01
2646,290,70,2023-04-21 05:00:00,1,0.1,475.6,428.04,123.65
2647,295,178,2023-04-21 06:00:00,9,0.11,1391.38,11144.95,1778.2
2648,451,101,2023-04-21 07:00:00,5,0.19,350.1,1417.91,326.55
2649,392,160,2023-04-21 08:00:00,6,0.13,62.45,325.99,69.69
2650,215,195,2023-04-21 09:00:00,3,0.19,681.04,1654.93,151.07
2651,462,3,2023-04-21 10:00:00,8,0.04,1975.95,15175.3,4518.99
2652,120,86,2023-04-21 11:00:00,7,0.29,499.81,2484.06,412.11
2653,382,74,2023-04-21 12:00:00,1,0.22,864.28,674.14,100.24
2654,55,51,2023-04-21 13:00:00,5,0.08,1273.64,5858.74,1639.88
2655,27,67,2023-04-21 14:00:00,9,0.22,884.16,6206.8,1131.56
2656,118,76,2023-04-21 15:00:00,6,0.17,1892.23,9423.31,2132.21
2657,221,93,2023-04-21 16:00:00,8,0.03,1939.75,15052.46,3937.14
2658,231,176,2023-04-21 17:00:00,1,0.05,249.89,237.4,25.85
2659,53,145,2023-04-21 18:00:00,7,0.01,1376.27,9537.55,880.95
2660,295,7,2023-04-21 19:00:00,3,0.24,1854.23,4227.64,283.79
2661,321,13,2023-04-21 20:00:00,9,0.17,629.83,4704.83,1290.46
2662,401,120,2023-04-21 21:00:00,6,0.1,776.74,4194.4,419.82
2663,233,66,2023-04-21 22:00:00,5,0.04,1976.06,9485.09,1204.02
2664,158,4,2023-04-21 23:00:00,8,0.15,1890.92,12858.26,1561.66
2665,437,138,2023-04-22 00:00:00,8,0.16,1604.98,10785.47,1360.55
2666,269,88,2023-04-22 01:00:00,3,0.21,479.95,1137.48,246.85
2667,21,17,2023-04-22 02:00:00,2,0.29,974.72,1384.1,399.35
2668,403,52,2023-04-22 03:00:00,2,0.13,1753.67,3051.39,403.89
2669,53,134,2023-04-22 04:00:00,5,0.12,1372.13,6037.37,917.15
2670,275,69,2023-04-22 05:00:00,7,0.11,1375.31,8568.18,2080.24
2671,313,137,2023-04-22 06:00:00,8,0.25,1763.33,10579.98,1672.53
2672,281,21,2023-04-22 07:00:00,8,0.05,1666.39,12664.56,3565.21
2673,214,24,2023-04-22 08:00:00,8,0.1,498.52,3589.34,631.02
2674,31,4,2023-04-22 09:00:00,3,0.22,1890.92,4424.75,605.9
2675,337,152,2023-04-22 10:00:00,2,0.0,1660.34,3320.68,972.6
2676,183,187,2023-04-22 11:00:00,4,0.09,1749.5,6368.18,996.27
2677,23,3,2023-04-22 12:00:00,1,0.19,1975.95,1600.52,172.53
2678,32,68,2023-04-22 13:00:00,3,0.06,799.44,2254.42,212.87
2679,446,101,2023-04-22 14:00:00,9,0.09,350.1,2867.32,856.74
2680,74,168,2023-04-22 15:00:00,7,0.15,1570.7,9345.66,2226.57
2681,10,176,2023-04-22 16:00:00,7,0.13,249.89,1521.83,231.57
2682,484,54,2023-04-22 17:00:00,1,0.03,1548.13,1501.69,385.32
2683,456,35,2023-04-22 18:00:00,7,0.28,1270.49,6403.27,1195.5
2684,54,56,2023-04-22 19:00:00,7,0.01,871.65,6040.53,781.33
2685,52,108,2023-04-22 20:00:00,4,0.22,228.4,712.61,168.07
2686,148,40,2023-04-22 21:00:00,7,0.02,1746.69,11982.29,2833.5
2687,160,68,2023-04-22 22:00:00,8,0.14,799.44,5500.15,962.76
2688,370,46,2023-04-22 23:00:00,3,0.05,1995.97,5688.51,348.65
2689,14,78,2023-04-23 00:00:00,2,0.04,1246.15,2392.61,165.7
2690,178,141,2023-04-23 01:00:00,7,0.04,1741.22,11701.0,2892.34
2691,412,155,2023-04-23 02:00:00,5,0.14,1499.84,6449.31,1650.18
2692,366,6,2023-04-23 03:00:00,5,0.15,1425.87,6059.95,1330.6
2693,500,17,2023-04-23 04:00:00,5,0.04,974.72,4678.66,1215.36
2694,53,164,2023-04-23 05:00:00,7,0.29,1282.04,6371.74,1464.68
2695,408,99,2023-04-23 06:00:00,9,0.08,1528.57,12656.56,3470.85
2696,335,81,2023-04-23 07:00:00,8,0.14,501.76,3452.11,302.4
2697,22,2,2023-04-23 08:00:00,6,0.06,481.36,2714.87,398.91
2698,30,77,2023-04-23 09:00:00,7,0.15,961.43,5720.51,949.76
2699,191,180,2023-04-23 10:00:00,9,0.23,636.88,4413.58,549.12
2700,260,66,2023-04-23 11:00:00,6,0.16,1976.06,9959.34,2304.01
2701,205,52,2023-04-23 12:00:00,1,0.09,1753.67,1595.84,443.82
2702,59,92,2023-04-23 13:00:00,4,0.07,162.79,605.58,92.73
2703,471,171,2023-04-23 14:00:00,8,0.23,1105.47,6809.7,1943.39
2704,264,22,2023-04-23 15:00:00,7,0.04,122.16,820.92,147.1
2705,466,111,2023-04-23 16:00:00,3,0.11,302.55,807.81,145.91
2706,12,107,2023-04-23 17:00:00,3,0.05,1181.17,3366.33,673.45
2707,119,183,2023-04-23 18:00:00,3,0.08,1185.23,3271.23,383.0
2708,415,67,2023-04-23 19:00:00,1,0.05,884.16,839.95,122.5
2709,462,188,2023-04-23 20:00:00,1,0.27,1948.3,1422.26,267.82
2710,290,186,2023-04-23 21:00:00,6,0.22,139.2,651.46,185.99
2711,338,140,2023-04-23 22:00:00,1,0.17,1708.63,1418.16,298.77
2712,248,69,2023-04-23 23:00:00,5,0.07,1375.31,6395.19,852.35
2713,354,84,2023-04-24 00:00:00,4,0.15,1235.09,4199.31,220.96
2714,127,103,2023-04-24 01:00:00,5,0.16,487.66,2048.17,605.06
2715,75,39,2023-04-24 02:00:00,7,0.18,97.58,560.11,97.04
2716,361,13,2023-04-24 03:00:00,6,0.02,629.83,3703.4,1054.08
2717,204,41,2023-04-24 04:00:00,9,0.29,91.48,584.56,109.51
2718,49,57,2023-04-24 05:00:00,6,0.14,1488.29,7679.58,1546.41
2719,79,181,2023-04-24 06:00:00,9,0.28,1430.94,9272.49,2113.92
2720,441,12,2023-04-24 07:00:00,4,0.0,1409.97,5639.88,734.56
2721,479,13,2023-04-24 08:00:00,1,0.07,629.83,585.74,131.64
2722,241,120,2023-04-24 09:00:00,1,0.03,776.74,753.44,136.9
2723,349,97,2023-04-24 10:00:00,7,0.23,389.1,2097.25,457.45
